"Domain.Code","Domain","Area.Code..FAO.","Area","Element.Code","Element","Item.Code..CPC.","Item","Year.Code","Year","Unit","Value","Flag","Flag.Description","Note"
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",1995,1995,"ha",40365,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",1995,1995,"t",26523,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",1996,1996,"ha",47839,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",1996,1996,"t",35640,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",1997,1997,"ha",44684,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",1997,1997,"t",30729,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",1998,1998,"ha",35864,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",1998,1998,"t",25399,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",1999,1999,"ha",36657,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",1999,1999,"t",25493,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2000,2000,"ha",39281,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2000,2000,"t",30245,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2001,2001,"ha",21782,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2001,2001,"t",16800,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2002,2002,"ha",21782,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2002,2002,"t",16802,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2003,2003,"ha",30335,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2003,2003,"t",20300,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2004,2004,"ha",42203,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2004,2004,"t",24466,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2005,2005,"ha",21791,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2005,2005,"t",18714,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2006,2006,"ha",32023,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2006,2006,"t",21047,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2007,2007,"ha",19427,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2007,2007,"t",12800,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2008,2008,"ha",33537,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2008,2008,"t",9982,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2009,2009,"ha",32212,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2009,2009,"t",21829,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2010,2010,"ha",28908,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2010,2010,"t",27732,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2011,2011,"ha",22446,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2011,2011,"t",18457,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2012,2012,"ha",15714,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2012,2012,"t",15379,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2013,2013,"ha",15611,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2013,2013,"t",14971,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2014,2014,"ha",14035,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2014,2014,"t",11557,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2015,2015,"ha",10099,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2015,2015,"t",8123,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2016,2016,"ha",26673,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2016,2016,"t",14106,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2017,2017,"ha",27469,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2017,2017,"t",17336.79,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2018,2018,"ha",20159,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2018,2018,"t",13130.01,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2019,2019,"ha",8309,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2019,2019,"t",6684.25,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2020,2020,"ha",35222,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2020,2020,"t",20011.04,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2021,2021,"ha",31877,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2021,2021,"t",18372.47,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2022,2022,"ha",20460,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2022,2022,"t",14842.74,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2023,2023,"ha",13749,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2023,2023,"t",6835.86,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",114,"Sorghum",2024,2024,"ha",4524,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",114,"Sorghum",2024,2024,"t",2864.9,"A","Official figure",""
