"family","species","month","year","x","y"
"Bovidae","Syncerus caffer",1,2014,35.591252,-3.03737
"Bovidae","Syncerus caffer",3,2024,35.550405,-3.105993
"Felidae","Panthera pardus",3,2024,34.902438,-2.565735
"Elephantidae","Loxodonta africana",3,2024,35.870432,-3.698293
"Elephantidae","Loxodonta africana",1,2014,36.004622,-4.117037
"Elephantidae","Loxodonta africana",1,2014,36.109584,-4.166635
"Elephantidae","Loxodonta africana",1,2014,36.139414,-4.014633
"Elephantidae","Loxodonta africana",1,2014,36.064661,-4.017949
"Elephantidae","Loxodonta africana",1,2014,36.193415,-4.155594
"Bovidae","Syncerus caffer",7,2021,35.585562,-3.016613
"Bovidae","Syncerus caffer",1,2014,36.057507,-4.004767
"Bovidae","Syncerus caffer",1,2014,36.910181,-3.215595
"Bovidae","Syncerus caffer",1,2014,36.867743,-3.272397
"Felidae","Panthera leo",3,2024,35.407749,-3.034474
"Rhinocerotidae","Diceros bicornis",11,2019,35.410723,-3.112665
"Bovidae","Syncerus caffer",1,2014,36.986514,-3.220329
"Elephantidae","Loxodonta africana",1,2014,36.160035,-4.026502
"Bovidae","Syncerus caffer",1,2014,36.869843,-3.241523
"Elephantidae","Loxodonta africana",2,2024,37.932397,-9.214558
"Felidae","Panthera leo",2,2024,34.945386,-2.866224
"Felidae","Panthera leo",11,2019,35.415509,-3.136289
"Elephantidae","Loxodonta africana",7,2021,36.039307,-4.089021
"Felidae","Panthera leo",5,2014,35.666147,-3.104723
"Elephantidae","Loxodonta africana",1,2014,35.471078,-3.138254
"Elephantidae","Loxodonta africana",1,2014,35.415486,-3.207209
"Felidae","Panthera leo",1,2014,35.4002,-3.155125
"Felidae","Panthera leo",3,2024,35.463741,-3.082445
"Bovidae","Syncerus caffer",1,2014,35.407227,-3.046001
"Felidae","Panthera leo",1,2014,35.495224,-3.062791
"Elephantidae","Loxodonta africana",3,2024,34.942518,-2.549272
"Felidae","Panthera pardus",1,2014,36.165603,-4.020059
"Elephantidae","Loxodonta africana",1,2014,36.190719,-4.035072
"Elephantidae","Loxodonta africana",1,2014,34.384665,-2.337603
"Felidae","Panthera leo",1,2014,36.190502,-4.108018
"Bovidae","Syncerus caffer",3,2024,35.421201,-3.382312
"Elephantidae","Loxodonta africana",1,2014,35.589723,-3.035586
"Felidae","Panthera leo",2,2024,34.863541,-2.964545
"Felidae","Panthera leo",6,2023,35.915951,-3.492474
"Bovidae","Syncerus caffer",2,2024,35.169681,-3.180168
"Elephantidae","Loxodonta africana",2,2024,35.077014,-3.033401
"Bovidae","Syncerus caffer",2,2024,34.740032,-2.479904
"Elephantidae","Loxodonta africana",2,2024,35.181333,-3.185326
"Felidae","Panthera leo",2,2024,34.852807,-2.94262
"Elephantidae","Loxodonta africana",1,2014,36.168238,-4.134845
"Felidae","Panthera leo",7,2021,36.13001,-4.135219
"Felidae","Panthera pardus",7,2021,34.991062,-2.366565
"Elephantidae","Loxodonta africana",11,2019,35.551599,-3.08988
"Elephantidae","Loxodonta africana",1,2014,36.07173,-4.087741
"Felidae","Panthera leo",7,2021,34.851248,-2.343614
"Elephantidae","Loxodonta africana",7,2021,34.913774,-2.37883
"Bovidae","Syncerus caffer",2,2024,37.677534,-8.73647
"Bovidae","Syncerus caffer",11,2019,35.485092,-3.022723
"Rhinocerotidae","Diceros bicornis",7,2021,35.437211,-3.058591
"Elephantidae","Loxodonta africana",1,2014,36.161538,-4.131444
"Bovidae","Syncerus caffer",7,2021,34.997966,-2.305447
"Elephantidae","Loxodonta africana",2,2024,36.039812,-3.8882
"Felidae","Panthera leo",2,2024,34.919985,-2.683274
"Felidae","Panthera leo",2,2024,34.977727,-2.733552
"Elephantidae","Loxodonta africana",2,2024,36.031231,-3.943148
"Elephantidae","Loxodonta africana",2,2024,35.997343,-3.758213
"Felidae","Panthera leo",2,2024,35.421979,-3.257935
"Felidae","Panthera leo",6,2023,35.873455,-3.372189
"Felidae","Panthera leo",2,2024,34.814235,-2.913711
"Felidae","Panthera leo",2,2024,36.043687,-3.907108
"Felidae","Panthera leo",2,2024,36.166825,-3.928468
"Elephantidae","Loxodonta africana",2,2024,35.894107,-3.270342
"Elephantidae","Loxodonta africana",2,2024,35.519879,-3.252459
"Felidae","Panthera leo",2,2024,34.896138,-2.847779
"Felidae","Panthera leo",2,2024,35.470918,-3.385871
"Felidae","Panthera leo",2,2024,34.983821,-2.852976
"Felidae","Panthera leo",6,2004,34.770851,-2.515346
"Felidae","Panthera leo",6,2004,35.714568,-3.192855
"Rhinocerotidae","Diceros bicornis",6,2004,35.501416,-3.152414
"Felidae","Panthera leo",8,2023,37.383578,-7.153943
"Elephantidae","Loxodonta africana",2,2024,35.932436,-3.623662
"Elephantidae","Loxodonta africana",6,2004,35.546212,-3.029164
"Elephantidae","Loxodonta africana",8,2023,37.298162,-7.092159
"Felidae","Panthera leo",4,2023,38.244172,-7.756469
"Felidae","Panthera pardus",2,2024,34.979061,-2.933855
"Felidae","Panthera leo",6,2004,35.50019,-3.299752
"Elephantidae","Loxodonta africana",6,2004,34.889298,-2.095699
"Bovidae","Syncerus caffer",2,2024,34.962434,-2.856091
"Elephantidae","Loxodonta africana",3,2020,36.058848,-4.16247
"Bovidae","Syncerus caffer",8,2023,37.255503,-7.124091
"Felidae","Panthera leo",8,2023,37.36908,-7.107885
"Elephantidae","Loxodonta africana",8,2023,37.253733,-7.190483
"Felidae","Panthera leo",3,2020,34.848772,-2.389745
"Elephantidae","Loxodonta africana",1,2024,38.353267,-7.607992
"Bovidae","Syncerus caffer",3,2020,35.45081,-3.115137
"Bovidae","Syncerus caffer",6,2004,35.41326,-3.171338
"Felidae","Panthera leo",6,2004,34.946615,-2.628525
"Bovidae","Syncerus caffer",3,2020,35.644199,-3.602208
"Felidae","Panthera leo",3,2020,35.548257,-3.167115
"Felidae","Panthera leo",5,2022,34.932027,-2.531113
"Felidae","Panthera leo",3,2020,34.920156,-2.388452
"Elephantidae","Loxodonta africana",5,2022,34.89322,-2.541214
"Felidae","Panthera leo",3,2020,35.479287,-3.091882
"Felidae","Panthera leo",3,2020,35.695645,-3.657737
"Elephantidae","Loxodonta africana",2,2024,36.199091,-3.682433
"Elephantidae","Loxodonta africana",2,2024,36.007453,-3.733195
"Elephantidae","Loxodonta africana",3,2018,36.178324,-3.643436
"Elephantidae","Loxodonta africana",3,2018,35.868561,-3.758405
"Bovidae","Syncerus caffer",8,2023,35.570853,-3.163406
"Elephantidae","Loxodonta africana",3,2018,35.935886,-3.602958
"Elephantidae","Loxodonta africana",3,2018,36.109475,-3.775235
"Elephantidae","Loxodonta africana",8,2023,35.420648,-3.180853
"Elephantidae","Loxodonta africana",8,2022,36.813894,-7.842797
"Elephantidae","Loxodonta africana",8,2022,36.85897,-7.821561
"Elephantidae","Loxodonta africana",8,2022,36.843223,-7.838458
"Elephantidae","Loxodonta africana",8,2022,36.965925,-7.738479
"Felidae","Panthera leo",2,2021,34.982611,-2.745948
"Felidae","Panthera leo",2,2021,34.98437,-2.700654
"Felidae","Panthera leo",8,2022,37.048978,-7.37058
"Elephantidae","Loxodonta africana",8,2022,37.156084,-7.337502
"Elephantidae","Loxodonta africana",8,2022,37.010792,-7.210978
"Felidae","Panthera pardus",1,2024,34.932878,-2.895964
"Bovidae","Syncerus caffer",8,2022,37.009784,-7.32345
"Elephantidae","Loxodonta africana",8,2022,37.170283,-7.312766
"Bovidae","Syncerus caffer",8,2022,37.195655,-7.318
"Felidae","Panthera pardus",2,2022,37.79655,-6.658117
"Elephantidae","Loxodonta africana",8,2022,37.084484,-7.329151
"Bovidae","Syncerus caffer",6,2023,36.887505,-3.291228
"Elephantidae","Loxodonta africana",8,2022,37.016573,-7.332779
"Bovidae","Syncerus caffer",6,2022,35.576812,-3.267486
"Elephantidae","Loxodonta africana",6,2022,35.442977,-3.369396
"Felidae","Panthera leo",6,2022,35.579145,-3.082032
"Felidae","Panthera leo",1,2024,34.974993,-2.919868
"Rhinocerotidae","Diceros bicornis",1,2024,35.559421,-3.117673
"Elephantidae","Loxodonta africana",1,2024,35.537955,-3.089927
"Felidae","Panthera leo",6,2022,34.753335,-2.434412
"Bovidae","Syncerus caffer",6,2022,35.534734,-3.327494
"Rhinocerotidae","Diceros bicornis",1,2024,35.528779,-3.085933
"Felidae","Panthera leo",1,2024,35.538197,-3.183904
"Felidae","Panthera pardus",1,2024,34.866991,-3.023919
"Bovidae","Syncerus caffer",1,2024,35.414322,-3.03123
"Elephantidae","Loxodonta africana",6,2022,34.916584,-2.316569
"Felidae","Panthera leo",6,2022,34.765898,-2.475903
"Rhinocerotidae","Diceros bicornis",1,2024,35.500771,-3.139148
"Bovidae","Syncerus caffer",1,2024,36.128892,-3.794186
"Felidae","Panthera leo",1,2024,36.14466,-3.733721
"Felidae","Panthera leo",1,2024,36.051643,-3.779699
"Felidae","Panthera pardus",6,2022,34.810955,-2.571322
"Felidae","Panthera leo",1,2024,35.012287,-2.992446
"Elephantidae","Loxodonta africana",6,2022,36.300584,-4.397204
"Elephantidae","Loxodonta africana",3,2011,36.019184,-4.082142
"Elephantidae","Loxodonta africana",6,2022,36.441517,-4.370478
"Felidae","Panthera pardus",7,2013,34.935653,-2.353788
"Felidae","Panthera leo",6,2022,34.933835,-2.50018
"Bovidae","Syncerus caffer",1,2024,34.935864,-2.363879
"Felidae","Panthera leo",6,2022,34.935058,-2.704021
"Bovidae","Syncerus caffer",8,2023,35.499078,-3.360377
"Elephantidae","Loxodonta africana",6,2022,35.712068,-3.720681
"Bovidae","Syncerus caffer",6,2022,35.642847,-3.722588
"Elephantidae","Loxodonta africana",3,2011,36.128026,-4.025766
"Felidae","Panthera leo",2,2020,35.596738,-3.157731
"Elephantidae","Loxodonta africana",3,2011,36.131797,-4.039373
"Felidae","Panthera pardus",2,2023,34.843234,-6.367625
"Felidae","Panthera leo",1,2024,34.963173,-2.309236
"Felidae","Panthera leo",8,2023,35.505342,-3.048999
"Elephantidae","Loxodonta africana",1,2024,36.008673,-4.091381
"Felidae","Panthera pardus",1,2024,36.17159,-4.096094
"Elephantidae","Loxodonta africana",3,2011,36.163326,-4.124707
"Felidae","Panthera pardus",2,2023,34.830448,-6.235196
"Felidae","Panthera leo",8,2023,35.439261,-3.111507
"Elephantidae","Loxodonta africana",1,2024,36.031198,-3.834925
"Bovidae","Syncerus caffer",7,2013,34.811076,-2.236892
"Felidae","Panthera leo",6,2022,36.028469,-4.3384
"Felidae","Panthera leo",6,2022,34.855714,-2.484519
"Elephantidae","Loxodonta africana",6,2022,35.716046,-3.447786
"Elephantidae","Loxodonta africana",3,2011,36.05172,-4.083094
"Elephantidae","Loxodonta africana",1,2024,36.068495,-3.78564
"Felidae","Panthera leo",7,2013,34.990258,-2.281884
"Felidae","Panthera leo",1,2024,34.97978,-2.436204
"Elephantidae","Loxodonta africana",3,2011,36.151823,-4.142518
"Felidae","Panthera pardus",2,2023,34.85418,-6.370807
"Felidae","Panthera leo",6,2022,36.034883,-4.132071
"Felidae","Panthera leo",8,2023,35.727166,-3.136559
"Rhinocerotidae","Diceros bicornis",7,2013,35.598809,-3.055626
"Felidae","Panthera leo",1,2024,36.013476,-4.002391
"Elephantidae","Loxodonta africana",2,2020,35.953354,-3.793479
"Elephantidae","Loxodonta africana",8,2023,35.438156,-3.383945
"Bovidae","Syncerus caffer",8,2014,36.182243,-4.052662
"Felidae","Panthera leo",8,2014,34.671808,-1.813122
"Felidae","Panthera leo",8,2014,34.703696,-1.832661
"Felidae","Panthera pardus",8,2014,34.722728,-1.875017
"Bovidae","Syncerus caffer",8,2005,35.497292,-3.226929
"Felidae","Panthera leo",8,2005,35.40784,-3.079494
"Felidae","Panthera pardus",8,2005,35.402294,-3.158684
"Felidae","Panthera leo",8,2021,34.539797,-2.163618
"Bovidae","Syncerus caffer",7,2019,35.708889,-3.187225
"Elephantidae","Loxodonta africana",7,2019,35.786909,-3.384338
"Elephantidae","Loxodonta africana",12,2023,36.749934,-2.813482
"Elephantidae","Loxodonta africana",7,2019,35.887258,-3.62816
"Elephantidae","Loxodonta africana",7,2019,35.928799,-3.648519
"Elephantidae","Loxodonta africana",7,2019,35.842499,-3.726786
"Bovidae","Syncerus caffer",7,2019,35.956108,-3.592032
"Elephantidae","Loxodonta africana",7,2019,35.937393,-3.298907
"Bovidae","Syncerus caffer",7,2019,35.96178,-3.422728
"Elephantidae","Loxodonta africana",7,2019,36.106958,-3.635579
"Elephantidae","Loxodonta africana",7,2019,35.874195,-3.360857
"Elephantidae","Loxodonta africana",7,2019,36.156447,-3.669104
"Felidae","Panthera leo",7,2019,36.008439,-3.614581
"Felidae","Panthera leo",7,2019,36.085301,-3.796043
"Felidae","Panthera leo",7,2019,35.725392,-3.265189
"Felidae","Panthera leo",3,2011,35.452973,-3.07321
"Bovidae","Syncerus caffer",7,2019,36.12162,-3.643549
"Rhinocerotidae","Diceros bicornis",1,2024,35.492365,-3.291937
"Elephantidae","Loxodonta africana",7,2019,35.932164,-3.615294
"Bovidae","Syncerus caffer",7,2019,35.615124,-3.095344
"Rhinocerotidae","Diceros bicornis",3,2011,35.503354,-3.146833
"Felidae","Panthera pardus",1,2018,34.707484,-2.769274
"Felidae","Panthera leo",3,2011,35.487189,-3.146478
"Bovidae","Syncerus caffer",2,2010,35.485063,-3.046337
"Felidae","Panthera leo",3,2011,35.558756,-3.017467
"Elephantidae","Loxodonta africana",3,2011,35.537101,-3.172891
"Felidae","Panthera leo",3,2011,35.402111,-3.079478
"Rhinocerotidae","Diceros bicornis",2,2010,35.428148,-3.172912
"Elephantidae","Loxodonta africana",2,2010,35.56609,-3.06251
"Felidae","Panthera leo",3,2011,35.524618,-3.026379
"Elephantidae","Loxodonta africana",7,2019,35.890242,-3.580998
"Elephantidae","Loxodonta africana",7,2019,35.931911,-3.645236
"Elephantidae","Loxodonta africana",7,2019,35.881867,-3.736541
"Bovidae","Syncerus caffer",7,2019,35.685066,-3.143018
"Bovidae","Syncerus caffer",7,2019,35.789388,-3.160427
"Felidae","Panthera leo",7,2019,35.686406,-3.111782
"Bovidae","Syncerus caffer",7,2019,35.830356,-3.409105
"Felidae","Panthera leo",2,2010,35.551552,-3.073486
"Elephantidae","Loxodonta africana",7,2019,35.85158,-3.402527
"Elephantidae","Loxodonta africana",3,2011,35.561607,-3.173298
"Elephantidae","Loxodonta africana",3,2011,35.475333,-3.005174
"Felidae","Panthera leo",1,2024,36.133092,-3.904969
"Elephantidae","Loxodonta africana",3,2011,35.553961,-3.096475
"Elephantidae","Loxodonta africana",1,2024,36.025411,-3.660996
"Elephantidae","Loxodonta africana",2,2010,35.884185,-3.431225
"Felidae","Panthera leo",1,2018,34.699671,-2.672062
"Felidae","Panthera leo",3,2011,35.486276,-3.128125
"Felidae","Panthera pardus",1,2024,36.136923,-4.109995
"Bovidae","Syncerus caffer",3,2011,35.495408,-3.166761
"Elephantidae","Loxodonta africana",3,2011,34.937989,-2.376063
"Felidae","Panthera leo",3,2011,34.871181,-2.219095
"Bovidae","Syncerus caffer",3,2011,35.454605,-3.018308
"Bovidae","Syncerus caffer",3,2011,35.514708,-3.077526
"Elephantidae","Loxodonta africana",3,2011,34.845604,-2.37348
"Bovidae","Syncerus caffer",3,2011,35.469174,-3.163164
"Bovidae","Syncerus caffer",3,2011,35.426119,-3.015104
"Elephantidae","Loxodonta africana",3,2011,34.967309,-2.232783
"Rhinocerotidae","Diceros bicornis",3,2011,35.489354,-3.053734
"Bovidae","Syncerus caffer",8,2023,36.816365,-3.345893
"Bovidae","Syncerus caffer",8,2023,36.921254,-3.374559
"Felidae","Panthera leo",1,2024,34.923913,-2.891112
"Felidae","Panthera leo",3,2011,35.430178,-3.167757
"Felidae","Panthera leo",3,2011,35.463368,-3.090535
"Rhinocerotidae","Diceros bicornis",3,2011,35.556061,-3.195717
"Felidae","Panthera leo",3,2011,35.462933,-3.11897
"Felidae","Panthera leo",1,2021,35.12979,-2.661292
"Elephantidae","Loxodonta africana",3,2011,35.404471,-3.185754
"Felidae","Panthera leo",3,2011,34.966715,-2.352793
"Bovidae","Syncerus caffer",3,2011,35.535337,-3.17931
"Bovidae","Syncerus caffer",8,2023,36.890135,-3.243973
"Felidae","Panthera leo",3,2011,34.810232,-2.323315
"Felidae","Panthera leo",11,2023,35.508795,-3.374954
"Elephantidae","Loxodonta africana",11,2023,35.544134,-3.32106
"Felidae","Panthera leo",11,2023,35.481811,-3.150379
"Felidae","Panthera leo",11,2023,34.931889,-2.480123
"Bovidae","Syncerus caffer",5,2019,34.967095,-2.477977
"Felidae","Panthera leo",11,2023,35.425512,-3.270576
"Bovidae","Syncerus caffer",5,2019,35.631134,-3.414274
"Rhinocerotidae","Diceros bicornis",11,2023,35.582839,-3.237226
"Elephantidae","Loxodonta africana",12,2023,36.106805,-4.007316
"Felidae","Panthera leo",11,2023,35.429193,-3.129368
"Felidae","Panthera leo",11,2023,34.89228,-2.444706
"Felidae","Panthera leo",11,2023,35.535343,-3.280957
"Bovidae","Syncerus caffer",11,2023,35.587627,-3.295869
"Felidae","Panthera leo",11,2023,35.424245,-3.129327
"Felidae","Panthera leo",11,2023,34.392872,-2.145614
"Elephantidae","Loxodonta africana",5,2019,34.874425,-2.562587
"Felidae","Panthera leo",11,2023,35.486807,-3.072275
"Elephantidae","Loxodonta africana",2,2008,34.948771,-7.640302
"Elephantidae","Loxodonta africana",5,2019,35.593075,-3.133171
"Elephantidae","Loxodonta africana",9,2007,34.980661,-7.694961
"Elephantidae","Loxodonta africana",5,2019,35.738167,-3.507158
"Rhinocerotidae","Diceros bicornis",11,2023,34.879583,-2.456068
"Felidae","Panthera leo",11,2023,34.869453,-2.503837
"Felidae","Panthera pardus",11,2023,34.942949,-2.548105
"Elephantidae","Loxodonta africana",5,2019,34.857075,-2.481992
"Elephantidae","Loxodonta africana",11,2023,34.840159,-2.412036
"Bovidae","Syncerus caffer",11,2023,34.389774,-2.024607
"Elephantidae","Loxodonta africana",4,2003,34.972398,-7.661193
"Bovidae","Syncerus caffer",11,2023,35.59048,-3.121216
"Felidae","Panthera leo",5,2019,34.911947,-2.533602
"Bovidae","Syncerus caffer",11,2023,35.436735,-3.004414
"Felidae","Panthera leo",11,2023,34.898614,-2.525084
"Bovidae","Syncerus caffer",11,2023,35.594912,-3.078465
"Bovidae","Syncerus caffer",3,2003,34.850054,-7.641995
"Felidae","Panthera leo",5,2019,34.987326,-2.440124
"Bovidae","Syncerus caffer",11,2023,35.516005,-3.016151
"Felidae","Panthera leo",11,2023,35.487055,-3.061963
"Felidae","Panthera leo",9,2007,34.8619,-7.621698
"Bovidae","Syncerus caffer",9,2007,34.822641,-7.708667
"Felidae","Panthera leo",5,2008,34.878795,-7.778776
"Felidae","Panthera leo",5,2008,34.871592,-7.676008
"Bovidae","Syncerus caffer",8,2023,36.822084,-3.391284
"Bovidae","Syncerus caffer",2,2023,35.694891,-3.211203
"Bovidae","Syncerus caffer",2,2023,36.129779,-3.924719
"Felidae","Panthera leo",8,2023,37.050638,-7.261825
"Bovidae","Syncerus caffer",2,2023,35.403409,-3.098751
"Felidae","Panthera leo",8,2023,37.05136,-7.397241
"Elephantidae","Loxodonta africana",2,2023,35.563483,-3.178842
"Elephantidae","Loxodonta africana",8,2023,37.179994,-7.341048
"Rhinocerotidae","Diceros bicornis",2,2023,35.512256,-3.155352
"Felidae","Panthera pardus",2,2023,35.593242,-3.225548
"Elephantidae","Loxodonta africana",8,2023,37.13834,-7.333011
"Felidae","Panthera leo",2,2023,35.568839,-3.284072
"Bovidae","Syncerus caffer",10,2014,35.567036,-3.229728
"Bovidae","Syncerus caffer",9,2017,36.862783,-3.239371
"Bovidae","Syncerus caffer",10,2017,35.450435,-2.975313
"Bovidae","Syncerus caffer",10,2014,34.828248,-2.442388
"Bovidae","Syncerus caffer",8,2008,35.487778,-3.241544
"Bovidae","Syncerus caffer",10,2014,34.828248,-2.442388
"Bovidae","Syncerus caffer",10,2014,35.59948,-3.186108
"Felidae","Panthera leo",5,2012,35.710318,-6.332121
"Felidae","Panthera leo",10,2023,31.344486,-6.822778
"Rhinocerotidae","Diceros bicornis",11,2023,34.880095,-2.746145
"Felidae","Panthera pardus",12,2023,34.882276,-2.725331
"Felidae","Panthera pardus",8,2023,34.986778,-2.415855
"Bovidae","Syncerus caffer",10,2023,35.631736,-3.119018
"Felidae","Panthera pardus",10,2023,34.639485,-2.749432
"Felidae","Panthera pardus",8,2019,34.849418,-2.473227
"Elephantidae","Loxodonta africana",10,2023,35.627546,-3.054366
"Felidae","Panthera leo",10,2023,31.211436,-6.861967
"Felidae","Panthera leo",10,2023,34.90994,-2.422069
"Felidae","Panthera pardus",10,2023,34.641079,-2.431465
"Felidae","Panthera leo",5,2019,34.92144,-2.302777
"Felidae","Panthera leo",8,2019,34.853362,-2.957143
"Bovidae","Syncerus caffer",8,2019,34.828424,-1.920014
"Elephantidae","Loxodonta africana",10,2023,37.09797,-7.338753
"Felidae","Panthera leo",11,2021,34.800313,-2.472559
"Felidae","Panthera leo",10,2023,38.037607,-7.653517
"Bovidae","Syncerus caffer",10,2023,34.985012,-7.629268
"Bovidae","Syncerus caffer",10,2023,36.048893,-3.918239
"Felidae","Panthera pardus",11,2021,34.873661,-2.400714
"Elephantidae","Loxodonta africana",10,2023,35.957987,-3.687008
"Felidae","Panthera leo",11,2021,34.652109,-2.57491
"Felidae","Panthera pardus",5,2019,34.989541,-2.304711
"Elephantidae","Loxodonta africana",10,2023,36.116535,-3.812468
"Felidae","Panthera leo",10,2023,34.99501,-2.439629
"Felidae","Panthera leo",10,2023,34.901406,-2.506214
"Felidae","Panthera leo",11,2021,34.60925,-2.565208
"Felidae","Panthera leo",2,2023,36.167431,-3.954646
"Elephantidae","Loxodonta africana",2,2023,36.134967,-3.971137
"Felidae","Panthera leo",10,2023,35.092718,-7.500573
"Felidae","Panthera leo",5,2019,34.823055,-2.221493
"Bovidae","Syncerus caffer",5,2019,34.938193,-2.256528
"Felidae","Panthera leo",10,2023,37.133137,-7.339409
"Felidae","Panthera leo",5,2019,34.992959,-2.383772
"Bovidae","Syncerus caffer",11,2021,34.844737,-2.533141
"Felidae","Panthera pardus",10,2023,35.922314,-3.610469
"Felidae","Panthera pardus",2,2023,36.049454,-3.950854
"Elephantidae","Loxodonta africana",2,2023,36.195417,-3.889778
"Bovidae","Syncerus caffer",1,2016,35.400345,-3.122311
"Felidae","Panthera leo",1,2016,35.67034,-3.686154
"Elephantidae","Loxodonta africana",4,2023,34.837792,-2.417528
"Bovidae","Syncerus caffer",4,2023,35.585138,-3.285457
"Elephantidae","Loxodonta africana",1,2016,34.613274,-1.817183
"Felidae","Panthera leo",1,2016,34.746386,-1.854154
"Rhinocerotidae","Diceros bicornis",4,2023,35.591468,-3.194061
"Rhinocerotidae","Diceros bicornis",1,2016,35.431499,-3.194001
"Felidae","Panthera leo",1,2016,34.623146,-1.884481
"Felidae","Panthera leo",1,2016,34.714633,-1.868304
"Elephantidae","Loxodonta africana",1,2016,35.6941,-3.690355
"Felidae","Panthera leo",1,2016,34.745083,-1.988731
"Felidae","Panthera leo",4,2023,35.056405,-2.999484
"Felidae","Panthera leo",1,2016,34.724204,-1.87413
"Elephantidae","Loxodonta africana",1,2016,35.526267,-3.084951
"Felidae","Panthera leo",4,2023,34.664533,-2.596447
"Felidae","Panthera pardus",1,2016,34.742235,-1.822691
"Felidae","Panthera leo",1,2016,34.72926,-1.957069
"Felidae","Panthera leo",1,2016,35.53246,-3.004111
"Felidae","Panthera leo",8,2022,34.974535,-1.78116
"Elephantidae","Loxodonta africana",9,2023,34.18922,-2.167995
"Felidae","Panthera leo",9,2023,34.933518,-2.493925
"Felidae","Panthera leo",9,2023,35.479098,-3.197765
"Bovidae","Syncerus caffer",8,2022,34.948207,-1.758962
"Bovidae","Syncerus caffer",8,2022,34.88965,-1.602891
"Felidae","Panthera leo",5,2022,35.459866,-3.13839
"Felidae","Panthera pardus",3,2011,34.456883,-1.95765
"Felidae","Panthera leo",3,2011,34.433706,-1.987959
"Felidae","Panthera leo",8,2023,36.076838,-4.080842
"Rhinocerotidae","Diceros bicornis",3,2011,34.527776,-1.994703
"Felidae","Panthera pardus",5,2022,34.803293,-2.350306
"Felidae","Panthera leo",5,2022,34.933762,-2.344335
"Rhinocerotidae","Diceros bicornis",3,2019,35.503423,-3.189113
"Felidae","Panthera pardus",1,2013,34.737783,-2.420595
"Rhinocerotidae","Diceros bicornis",1,2013,35.409027,-3.063187
"Felidae","Panthera leo",11,2012,37.093603,-7.247459
"Elephantidae","Loxodonta africana",1,2013,35.450077,-3.004749
"Felidae","Panthera leo",1,2013,35.451495,-3.171109
"Elephantidae","Loxodonta africana",7,2023,36.84192,-3.256407
"Bovidae","Syncerus caffer",7,2023,36.932248,-3.280926
"Felidae","Panthera leo",3,2011,35.455245,-3.098675
"Bovidae","Syncerus caffer",11,2012,37.134752,-7.347294
"Felidae","Panthera leo",9,2023,34.704931,-1.963574
"Felidae","Panthera pardus",9,2023,34.892293,-2.362585
"Felidae","Panthera leo",7,2023,34.86304,-2.299276
"Felidae","Panthera leo",7,2023,34.812767,-2.391847
"Elephantidae","Loxodonta africana",7,2023,34.936101,-2.318994
"Felidae","Panthera leo",7,2023,34.849375,-2.219239
"Felidae","Panthera leo",8,2023,35.095196,-2.47549
"Bovidae","Syncerus caffer",8,2023,35.513536,-3.194517
"Felidae","Panthera leo",10,2023,35.53233,-3.155413
"Rhinocerotidae","Diceros bicornis",8,2023,37.916926,-3.803555
"Felidae","Panthera leo",9,2023,35.481104,-3.103011
"Bovidae","Syncerus caffer",10,2023,35.549631,-3.011041
"Felidae","Panthera leo",9,2023,34.900074,-2.217395
"Rhinocerotidae","Diceros bicornis",2,2004,35.440034,-3.109092
"Elephantidae","Loxodonta africana",2,2004,36.008489,-4.003544
"Felidae","Panthera leo",10,2023,34.772672,-2.572948
"Elephantidae","Loxodonta africana",10,2023,34.718061,-2.512596
"Elephantidae","Loxodonta africana",7,2023,34.871134,-2.322689
"Felidae","Panthera leo",7,2023,34.948225,-2.221232
"Elephantidae","Loxodonta africana",7,2023,34.952362,-2.211392
"Felidae","Panthera pardus",8,2023,36.130434,-4.184875
"Bovidae","Syncerus caffer",8,2023,35.552286,-3.107322
"Elephantidae","Loxodonta africana",10,2023,35.409341,-3.231539
"Bovidae","Syncerus caffer",7,2023,35.422987,-3.066314
"Elephantidae","Loxodonta africana",10,2023,36.630192,-2.910235
"Elephantidae","Loxodonta africana",8,2023,36.177443,-4.182151
"Felidae","Panthera leo",10,2023,34.958998,-2.905656
"Elephantidae","Loxodonta africana",5,2018,35.946463,-3.573967
"Elephantidae","Loxodonta africana",9,2023,34.701338,-2.36359
"Bovidae","Syncerus caffer",9,2023,35.736144,-3.151796
"Elephantidae","Loxodonta africana",9,2023,35.954777,-3.253826
"Felidae","Panthera pardus",8,2023,34.844844,-2.436615
"Elephantidae","Loxodonta africana",8,2023,36.016926,-4.003001
"Elephantidae","Loxodonta africana",5,2018,35.904988,-3.464133
"Elephantidae","Loxodonta africana",8,2023,35.924515,-3.740735
"Elephantidae","Loxodonta africana",8,2023,36.128692,-4.161656
"Elephantidae","Loxodonta africana",10,2023,36.134338,-4.112657
"Bovidae","Syncerus caffer",5,2018,35.811425,-3.425018
"Felidae","Panthera leo",9,2023,34.81202,-2.695346
"Bovidae","Syncerus caffer",5,2018,36.902361,-3.329239
"Elephantidae","Loxodonta africana",5,2018,36.076624,-4.031273
"Felidae","Panthera pardus",9,2023,34.84455,-2.240889
"Felidae","Panthera leo",8,2023,36.193165,-4.105516
"Bovidae","Syncerus caffer",8,2023,32.663945,-7.312644
"Felidae","Panthera leo",8,2023,32.7893,-7.015935
