"Domain.Code","Domain","Area.Code..FAO.","Area","Element.Code","Element","Item.Code..CPC.","Item","Year.Code","Year","Unit","Value","Flag","Flag.Description","Note"
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",112,"Maize (corn)",1988,1988,"t",1943219,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",112,"Maize (corn)",1989,1989,"ha",1020574,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",112,"Maize (corn)",1989,1989,"t",1844978,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",112,"Maize (corn)",1990,1990,"ha",763277,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",112,"Maize (corn)",1990,1990,"t",1092671,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",112,"Maize (corn)",1991,1991,"ha",639390,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",112,"Maize (corn)",1991,1991,"t",1095908,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",112,"Maize (corn)",1992,1992,"ha",661305,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",112,"Maize (corn)",1992,1992,"t",483492,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",112,"Maize (corn)",1993,1993,"ha",633326,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",112,"Maize (corn)",1993,1993,"t",1597767,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5312,"Area harvested",112,"Maize (corn)",1994,1994,"ha",679355,"A","Official figure",""
"QCL","Crops and livestock products",251,"Zambia",5510,"Production",112,"Maize (corn)",1994,1994,"t",1020749,"A","Official figure",""
